1.0 0.88
2.3 0.88
2.4 0.89
2.7 0.92
3.0 0.94
3.3 0.95
3.6 0.97
4.0 1.02
4.1 1.03
4.5 1.1
5.0 1.23
6.0 1.60
6.5 1.85
7.0 2.15
7.5 2.48
8.0 3.03
8.5 3.74
9.0 4.62
10.0 5.75

