1.0 272
2.3 272
2.4 272
2.7 271
3.0 272
3.3 271
3.6 267
4.0 256
4.5 238
5.0 219
6.0 167
6.5 145
7.0 123
7.5 108
8.0 95
8.5 78.7
9.0 69.6
9.5 60.9
